Content,Date
"RT @#####: China #coronavirus ?? for 2/8 ??Confirmed cases +2656 ??Severe cases +87: ??Deaths +89: 811 ??Discharged +600: 2649 ??Thoug…","Feb 09, 2020"
"RT @#####: There are >13 active therapies in clinical trials to treat the new coronavirus - and they map to at least half a dozen mech…","Feb 09, 2020"
"RT @#####: 3) The most common MOAs are inhibitors of viral proteases or RNA synthesis. Gilead has the largest number of therapies in t…","Feb 09, 2020"
"RT @#####: 4) On Tuesday, a draft report of WHO’s R&D Blueprint Clinical Trials expert group named Gilead’s remdesivir the most promis…","Feb 09, 2020"
"RT @#####: Indonesia is in total ostrich style denial. Indonesia Health Ministry’s director for communicable diseases: “We don’t take…","Feb 09, 2020"
"RT @#####: Your average “flight attendants” on the US repatriation charter flight back from Wuhan. Nothing to see here. Totally normal…","Feb 09, 2020"
"RT @#####: Worrisome ?? on HK: “Grocery runs in HK have begun to remind of shopping in Russia in the chaotic summer of 1998. You grab w…","Feb 09, 2020"
"RT @#####: From empty shopping streets to shuttered stores, the rapid spread of the #coronavirus is taking a toll on global retailers.…","Feb 08, 2020"
"RT @#####: Five Britons in the Alps have been diagnosed with the coronavirus at the start of the peak ski season https://t.co/EkANVhm5o0","Feb 08, 2020"
"RT @#####: 'The final evacuation flight out of Wuhan has now departed' https://t.co/5DTsaesGaz","Feb 08, 2020"
"Professor Neil Ferguson on the current 2019-nCoV coronavirus outbreak. https://t.co/lPSeSg4b0V via @#####","Feb 08, 2020"
"RT @#####: 2) In another study by same author, half of infections occur during incubation period. I have not seen the original publica…","Feb 08, 2020"
"RT @#####: Deaths due to the new #coronavirus will soon (likely tonight) exceed the 9-month mortality count of SARS... in just 6 weeks…","Feb 08, 2020"
"RT @#####: Preliminary: “findings reveal that remdesivir and chloroquine are highly effective in the control of #2019-nCoV ?? infection…","Feb 08, 2020"
"RT @#####: Title sums it up: “Coronavirus is bad, comparing it to the flu ?? is worse”. We need to stop the virus whataboutism. It’s no…","Feb 08, 2020"
"RT @#####: The @#####’s Director-General has now come around and “cautioned that transmission of the new #coronavirus outside of China m…","Feb 08, 2020"
"RT @#####: ?? 41% of first 138?? patients at one hospital in Wuhan, China, were presumed to be infected in that hospital. This is big ne…","Feb 08, 2020"
"RT @#####: Two eye popping numbers from an insightful interview with Dr Neil Ferguson of @#####_Outbreak on #coronavirus interview: 1) C…","Feb 08, 2020"
"RT @#####: Number of coronavirus sufferers quarantined on cruise ship in Japan TREBLES to 61 https://t.co/FwLZH6pGr8","Feb 08, 2020"
"RT @#####: #2019nCoV: While transmission outside China is still limited, it could accelerate, @##### said Saturday, urging coun…","Feb 08, 2020"
"RT @#####: Mapping the coronavirus outbreak https://t.co/9uIICeCXfx","Feb 08, 2020"
"RT @#####: U.S. announces aid for China, other countries impacted by coronavirus https://t.co/8oqUZIQ9UW https://t.co/Q29I4SUdcg","Feb 08, 2020"
"RT @#####120: Transmission through contact means when droplets from infected patients stay on the surface of something, and when some…","Feb 08, 2020"
"RT @#####120: ... while talking, someone who directly inhale the air that the infected patient exhales would be infected. Aerosol tra…","Feb 08, 2020"
"RT @#####120: Breaking - Medical experts in Shanghai said earlier that they can now confirm the #coronavirus’s main transmission rout…","Feb 08, 2020"
"RT @#####_"Market: Now it makes sense why more and more passengers on that cruise ship get sick with every hour. #Diamond_Princess #Diamon…","Feb 08, 2020"
"RT @#####: SPECIAL CORONAVIRUS PODCAST. We're launching long reads of Caixin's exclusive four-part in-depth report on the epidemic. Part o…","Feb 08, 2020"
"RT @#####: To help farmers affected by #CoronavirusOutbreak, Chinese e-commerce giant Alibaba set the "Foodies Help Farmers" page, s…","Feb 08, 2020"
"RT @#####_"Market: China Finance Ministry will meet with tourism industry players to gather input for a proposed economic stimulus package…","Feb 08, 2020"
"RT @#####: Four members of Brit family 'admitted to Majorca hospital suspected of coronavirus' https://t.co/Gh8LxxD2nM https://t.co/I…","Feb 08, 2020"
"RT @#####: #LATEST: Endangered pangolin could have spread coronavirus Follow our rolling coverage | @##### https://t.co/PHvovb…","Feb 08, 2020"
"RT @#####: Live: #Coronavirus patients are gradually moving to Wuhan Leishenshan Hospital after its completion today https://t.co/ID…","Feb 08, 2020"
"RT @#####: #Coronavirus latest: - Confirmed cases in China rose to 34,621, including 723 deaths; - A total of 24 other countries have conf…","Feb 08, 2020"
"RT @#####: Twitter should be much more aggressive in deleting tweets that spread misinformation https://t.co/aNtFawf24J","Feb 08, 2020"
"RT @#####_Post: #Wuhan's makeshift hospital, which opened on Saturday with 1,500 beds, aims to fight #coronavirus. https://t.co/ypV9JL1…","Feb 08, 2020"
"RT @#####: Coronavirus: what Xi fears most is Chinese turning on the Communist Party https://t.co/HOmh1Nnues","Feb 08, 2020"
"RT @#####: #CoronavirusOutbreak The second prefab hospital dedicated to novel coronavirus patients, Wuhan Leishenshan Hospital, is p…","Feb 08, 2020"
"RT @#####: "Wall Street in coronavirus La La Land" via @##### https://t.co/chk0vxZ01D https://t.co/7NZISqDRmH","Feb 08, 2020"
"RT @#####: "If the provinces beyond #Hubei continue to suspend their industrial activities, the ramifications would be much more severe…","Feb 08, 2020"
"RT @#####: BREAKING: British family of four are tested in Majorca hospital for coronavirus after coming into contact with holidaymake…","Feb 08, 2020"
"RT @#####: China is sacrificing a province to save the world from coronavirus https://t.co/UAoLIVTaHL","Feb 08, 2020"
"RT @#####: He was diagnosed while on board a quarantined cruise ship https://t.co/5hYKBsxYEo","Feb 08, 2020"
"RT @#####: Not all business is shut down in China: Factories vital to President Xi Jinping’s Made in China 2025 initiative are still up…","Feb 08, 2020"
"RT @#####: The new virus pneumonia is named as "Novel #coronavirus pneumonia" (NCP): China's National Heath Commission https://t.co/UkPe8…","Feb 08, 2020"
"RT @#####: To date, 72 countries were identified to be implementing travel restrictions through official reports, official statements & the m…","Feb 08, 2020"
"RT @#####: Development of vaccine against new #coronavirus progressing well: U.S. health official https://t.co/39nLFJIzO3 https://t.co/Cf1…","Feb 08, 2020"
"RT @#####: Could pangolins be a piece of the coronavirus puzzle? https://t.co/0HS8sW8fcQ","Feb 08, 2020"
"RT @#####: Shopping in Wuhan on lockdown: Follow Xinhua reporter Xu Zeyu to see how epidemic changes daily routines of city residents #Wuh…","Feb 08, 2020"
"RT @#####_Post: #UPDATE: Japan reports 3 new cases of #coronavirus on cruise ship, bringing total to 64 https://t.co/GxI4p1xMFJ","Feb 08, 2020"
"RT @#####: Penicillin, ibuprofen, aspirin. China is the dominant global supplier of the active ingredient in all of these common drugs.…","Feb 08, 2020"
"RT @#####: A US citizen has died from the coronavirus, NYT reports https://t.co/gKTbI2xRgH","Feb 08, 2020"
"RT @#####: Leishenshan Hospital on Sat officially started operation to receive patients. The makeshift hospital, modeled on SARS treatmen…","Feb 08, 2020"
"RT @#####: An American has died from the coronavirus in China, the first death of a U.S. citizen from the outbreak. The total numb…","Feb 08, 2020"
"RT @#####: A US citizen diagnosed with the coronavirus has died in Wuhan, China. This is the first known American death from the disease…","Feb 08, 2020"
"RT @#####_"Market: Shanghai subway https://t.co/l7Aa4wwb98","Feb 08, 2020"
"RT @#####12: Downtown of Shanghai, a city with 24 million people and it is totally empty. More stories in my Instagram @#####12 #Coron…","Feb 08, 2020"
"RT @#####: New cases of coronavirus infections rise in China after two-day decline https://t.co/3COnOvdLoD https://t.co/lOBigte1QT","Feb 08, 2020"
"RT @#####: The world’s top miner is in talks with Chinese customers to delay shipments of copper concentrates as the nation extended pla…","Feb 08, 2020"
"RT @#####: Officials proclaim that there is no reason to worry. But that is what you say only when others suspect that it is not ent…","Feb 08, 2020"
"RT @#####: Japan confirms 3 more coronavirus cases on cruise liner; total now 64 https://t.co/9z6ZA5DoCp https://t.co/QZ8TvXx2hX","Feb 08, 2020"
"RT @#####: Coronavirus travel bans: shutting the door on China now will hurt goodwill and cooperation in the future https://t.co/V6NaODn…","Feb 08, 2020"
"RT @#####: The Public Health Ministry reported seven new cases of the coronavirus on Saturday, including three Thais and four Chi…","Feb 08, 2020"
"RT @#####: China locked down at least 50 million people to stop the spread of coronavirus. Did it work? https://t.co/zHvg1SzBBA","Feb 08, 2020"
"RT @#####: 3 more coronavirus cases found on cruise ship in Yokohama https://t.co/rpFIzYYQiN https://t.co/8LZU4RywD8","Feb 08, 2020"
"RT @#####: Maps showing the economic sectors by region in China and the number of confirmed cases of the coronavirus, plus top producers for…","Feb 08, 2020"
"RT @#####: Trials of Gilead's experimental coronavirus drug could begin in China next week https://t.co/8P588xMRrr","Feb 08, 2020"
"RT @#####: Forget face masks and rubber gloves. This is the best way to avoid the coronavirus https://t.co/MEQXi4SJUn","Feb 08, 2020"
"Portable lab you plug into your phone can diagnose illnesses like #coronavirus https://t.co/u5s3MYta8O","Feb 08, 2020"
"RT @#####: Metals: 'How will the coronavirus affect global construction commodities'? https://t.co/d6eewH3SMT via @##### #Constr…","Feb 08, 2020"
"RT @#####: So, 'Here's How We'll Know if the #WuhanCoronavirus Has Become a #Pandemic' https://t.co/"May6aFdZ4R via @##### #R0 #C…","Feb 08, 2020"
"RT @#####_"Market: CORONAVIRUS CAN SURVIVE ON SURFACES UP TO 9 DAYS - GERMAN SCIENTISTS - bad for airlines, casinos, restaurants, hotel…","Feb 08, 2020"
"RT @#####_"Market: Japanese man suspected of new coronavirus infection dies in China https://t.co/wpxyD2wwRm","Feb 08, 2020"
"RT @#####_"Market: U.S. citizen dies of new coronavirus in Wuhan, 1st American death https://t.co/PCfHYBSQFJ","Feb 08, 2020"
"RT @#####_"Market: People keep on dying on the streets https://t.co/1JSj40Z1Vy","Feb 08, 2020"
"RT @#####_"Market: China coronavirus official toll hits 722 with first foreign victims https://t.co/Jo36ErOLfH","Feb 08, 2020"
"RT @#####: China's #railways have transported some 35,610 tonnes of supplies for prevention and control of novel #coronavirus #outbreak a…","Feb 08, 2020"
"RT @#####: A residential complex in SW China's Chongqing built a 5-meter long disinfection lane to combat coronavirus outbreak. https://t…","Feb 08, 2020"
"RT @#####: Hong Kong has begun a mandatory quarantine of two weeks for anyone arriving from mainland China, in efforts to contain #corona…","Feb 08, 2020"
"RT @#####: #LATEST on #CoronavirusOutbreak in China, as of","Feb 7: - 31,774 confirmed cases in Chinese mainland, another 26 in Hong Kong,…","Feb 08, 2020"
"RT @#####: A total of 106 military trucks started on Sat to deliver some 285 tonnes of daily supplies to #Wuhan to support the city and i…","Feb 08, 2020"
"RT @#####: No stigma should be associated with the #nCoV2019, Michael Ryan, executive director of the @##### Health Emergencies Program, ur…","Feb 08, 2020"
"RT @#####: JUST IN: The investigation team from China's Supervisory Commission has arrived in #Wuhan. The team was sent to conduct compre…","Feb 08, 2020"
"RT @#####: Inside the "Fire's Eye" laboratory in #Wuhan: the new lab, opened on","Feb 6, can detect up to 10,000 samples per day for nuclei…","Feb 08, 2020"
"RT @#####: I agree completely. The death rate is almost exactly 2% on each update. That's suspicious this early in the event. Lanc…","Feb 08, 2020"
"RT @#####: A graph is worth a thousand letters. #coronavirus. Source: NYTimes https://t.co/M1K9e6Kgz6 https://t.co/evgM2UHf3U","Feb 08, 2020"
"RT @#####: 2) Whoa- the rate of increase ***outside of China*** is steeper than inside of China or Wuhan! Figure 1A. From: @#####…","Feb 08, 2020"
"RT @#####: Another R0 paper on #coronavirus comes from scientists at the Chinese Academy of Sciences????—before sharing their R0 value,…","Feb 08, 2020"
"RT @#####: 2) (Please read first post above before continuing): The authors report an R0=4.08. They made many assumptions; and did som…","Feb 08, 2020"
"RT @#####: 3) ...they also found their models suggest potentially earlier epidemic start date around Dec 1-15th fit their results the…","Feb 08, 2020"
"RT @#####: 4) I just read this NEJM CDC case report of deeper- it’s Table 2 on the RT PCR test actually was interesting. They consiste…","Feb 08, 2020"
"RT @#####: Screening at airports is part of the concern over the #coronavirus— because many people can’t be picked up with thermal scr…","Feb 08, 2020"
"RT @#####: 4) the only rare exception case seems to be at the extreme of low temperatures + combined with low humidity. Here is the gr…","Feb 08, 2020"
"RT @#####: The world economy is going to be battered by this #coronavirus for a while. Shang­hai Composite fell 7.7%, while Shenzhen C…","Feb 08, 2020"
"RT @#####: We","Maybe found the potential ?? orgin host of the #Coronavirus - the pangolin. A virus strain isolated from it has 99%","March…","Feb 08, 2020"
"RT @#####: 29% — that’s the % of the 138 #coronavirus infected patients who are actually infected medical staff in one Wuhan hospital.…","Feb 08, 2020"
